Entity,Day,Daily_new_cases_per_million
Indonesia,2023-04-08,1.8664691
Indonesia,2023-04-09,1.9494689
Indonesia,2023-04-10,2.0340056
Indonesia,2023-04-11,2.2020545
Indonesia,2023-04-12,2.3670292
Indonesia,2023-04-13,2.5714545
Indonesia,2023-04-14,2.7753673
Indonesia,2023-04-15,3.0422986
Indonesia,2023-04-16,3.2159832
Indonesia,2023-04-17,3.3343346
Indonesia,2023-04-18,3.53876
Indonesia,2023-04-19,3.6694076
Indonesia,2023-04-20,3.7488208
Indonesia,2023-04-21,3.690926
Indonesia,2023-04-22,3.594093
Indonesia,2023-04-23,3.3276742
Indonesia,2023-04-24,3.273878
Indonesia,2023-04-25,3.1837056
Indonesia,2023-04-26,3.2641435
Indonesia,2023-04-27,3.640204
Indonesia,2023-04-28,4.23606
Indonesia,2023-04-29,4.9133787
Indonesia,2023-04-30,5.5235806
Indonesia,2023-05-01,5.662938
Indonesia,2023-05-02,5.767456
Indonesia,2023-05-03,6.4068613
Indonesia,2023-05-04,6.6825027
Indonesia,2023-05-05,6.7106814
Indonesia,2023-05-06,6.6158977
Indonesia,2023-05-07,6.4724417
Indonesia,2023-05-08,6.604114
Indonesia,2023-05-09,7.2430067
Indonesia,2023-05-10,6.7926564
Indonesia,2023-05-11,5.995449
Indonesia,2023-05-12,5.6619134
Indonesia,2023-05-13,5.331964
Indonesia,2023-05-14,5.1142178
Indonesia,2023-05-15,4.915428
Indonesia,2023-05-16,3.9014995
Indonesia,2023-05-17,3.5203154
Indonesia,2023-05-18,3.4198961
Indonesia,2023-05-19,2.9316323
Indonesia,2023-05-20,2.6380591
Indonesia,2023-05-21,2.4356833
Indonesia,2023-05-22,2.2630234
Indonesia,2023-05-23,2.442856
Indonesia,2023-05-24,2.3209183
Indonesia,2023-05-25,2.2973504
Indonesia,2023-05-26,2.3362885
Indonesia,2023-05-27,2.24919
Indonesia,2023-05-28,2.15082
Indonesia,2023-05-29,2.0647461
Indonesia,2023-05-30,1.8347038
Indonesia,2023-05-31,1.6512847
Indonesia,2023-06-01,1.5211493
Indonesia,2023-06-02,1.3080142
Indonesia,2023-06-03,1.1799282
Indonesia,2023-06-04,1.1522616
Indonesia,2023-06-05,1.139453
Indonesia,2023-06-06,1.0477434
Indonesia,2023-06-07,0.95500916
Indonesia,2023-06-08,0.898139
Indonesia,2023-06-09,0.9042871
Indonesia,2023-06-10,0.8709848
Indonesia,2023-06-11,0.81052816
Indonesia,2023-06-12,0.752121
Indonesia,2023-06-13,0.6593867
Indonesia,2023-06-14,0.6260843
Indonesia,2023-06-15,0.5876585
Indonesia,2023-06-16,0.57484996
Indonesia,2023-06-17,0.5374488
Indonesia,2023-06-18,0.5169551
Indonesia,2023-06-19,0.49441195
Indonesia,2023-06-20,0.46777004
Indonesia,2023-06-21,0.43293065
Indonesia,2023-06-22,0.38425797
Indonesia,2023-06-23,0.35607907
Indonesia,2023-06-24,0.3355853
Indonesia,2023-06-25,0.33404827
Indonesia,2023-06-26,0.31611624
Indonesia,2023-06-27,0.29049903
Indonesia,2023-06-28,0.25668433
Indonesia,2023-06-29,0.23619057
Indonesia,2023-06-30,0.19315368
Indonesia,2023-07-01,0.17368461
Indonesia,2023-07-02,0.1572896
Indonesia,2023-07-03,0.15831429
Indonesia,2023-07-04,0.14857976
Indonesia,2023-07-05,0.14601803
Indonesia,2023-07-06,0.14499335
Indonesia,2023-07-07,0.1526785
Indonesia,2023-07-08,0.15780194
Indonesia,2023-07-09,0.15472788
Indonesia,2023-07-10,0.1490921
Indonesia,2023-07-11,0.1526785
Indonesia,2023-07-12,0.15472788
Indonesia,2023-07-13,0.15524022
Indonesia,2023-07-14,0.15216616
Indonesia,2023-07-15,0.1526785
Indonesia,2023-07-16,0.14396866
Indonesia,2023-07-17,0.13935757
Indonesia,2023-07-18,0.12091318
Indonesia,2023-07-19,0.104518175
Indonesia,2023-07-20,0.090172544
Indonesia,2023-07-21,0.08709848
Indonesia,2023-07-22,0.07838863
Indonesia,2023-07-23,0.075826906
Indonesia,2023-07-24,0.07941332
Indonesia,2023-07-25,0.0768516
Indonesia,2023-07-26,0.079925664
Indonesia,2023-07-27,0.08351207
Indonesia,2023-07-28,0.07480222
Indonesia,2023-07-29,0.071215816
Indonesia,2023-07-30,0.075826906
Indonesia,2023-07-31,0.07275285
Indonesia,2023-08-01,0.07633925
Indonesia,2023-08-02,0.075826906
Indonesia,2023-08-03,0.07070347
Indonesia,2023-08-04,0.07326519
Indonesia,2023-08-05,0.06814175
Indonesia,2023-08-06,0.06609237
Indonesia,2023-08-07,0.05687018
Indonesia,2023-08-08,0.046110958
Indonesia,2023-08-09,0.044061583
Indonesia,2023-08-10,0.044061583
Indonesia,2023-08-11,0.044061583
Indonesia,2023-08-12,0.040987518
Indonesia,2023-08-13,0.036888767
Indonesia,2023-08-14,0.04252455
Indonesia,2023-08-15,0.045598615
Indonesia,2023-08-16,0.040475175
Indonesia,2023-08-17,0.039962832
Indonesia,2023-08-18,0.03330236
Indonesia,2023-08-19,0.03227767
Indonesia,2023-08-20,0.033814702
Indonesia,2023-08-21,0.02817892
Indonesia,2023-08-22,0.024592511
Indonesia,2023-08-23,0.025104854
Indonesia,2023-08-24,0.023567824
Indonesia,2023-08-25,0.024080167
Indonesia,2023-08-26,0.031765327
Indonesia,2023-08-27,0.03483939
Indonesia,2023-08-28,0.036888767
Indonesia,2023-08-29,0.036376424
Indonesia,2023-08-30,0.035351735
Indonesia,2023-08-31,0.040475175
Indonesia,2023-09-01,0.044061583
Indonesia,2023-09-02,0.039450485
Indonesia,2023-09-03,0.033814702
Indonesia,2023-09-04,0.031252984
Indonesia,2023-09-05,0.027154231
Indonesia,2023-09-06,0.02817892
Indonesia,2023-09-07,0.018956726
Indonesia,2023-09-08,0.0128085995
Indonesia,2023-09-09,0.0071728155
Indonesia,2023-09-10,0.005635784
Indonesia,2023-09-11,0.004611096
Indonesia,2023-09-12,0.0035864078
Indonesia,2023-09-13,0.026129544
Indonesia,2023-09-14,0.026129544
Indonesia,2023-09-15,0.026129544
Indonesia,2023-09-16,0.026129544
Indonesia,2023-09-17,0.026129544
Indonesia,2023-09-18,0.026129544
Indonesia,2023-09-19,0.026129544
Indonesia,2023-09-20,0.0
Indonesia,2023-09-21,0.0
Indonesia,2023-09-22,0.0
Indonesia,2023-09-23,0.0
Indonesia,2023-09-24,0.0
Indonesia,2023-09-25,0.0
Indonesia,2023-09-26,0.0
Indonesia,2023-09-27,0.0
Indonesia,2023-09-28,0.0
Indonesia,2023-09-29,0.0
Indonesia,2023-09-30,0.0
Indonesia,2023-10-01,0.0
Indonesia,2023-10-02,0.0
Indonesia,2023-10-03,0.0
Indonesia,2023-10-04,0.0
Indonesia,2023-10-05,0.0
Indonesia,2023-10-06,0.0
Indonesia,2023-10-07,0.0
Indonesia,2023-10-08,0.0
Indonesia,2023-10-09,0.0
Indonesia,2023-10-10,0.0
Indonesia,2023-10-11,0.0
Indonesia,2023-10-12,0.0
Indonesia,2023-10-13,0.0
Indonesia,2023-10-14,0.0
Indonesia,2023-10-15,0.0
Indonesia,2023-10-16,0.0
Indonesia,2023-10-17,0.0
Indonesia,2023-10-18,0.0
Indonesia,2023-10-19,0.0
Indonesia,2023-10-20,0.0
Indonesia,2023-10-21,0.0
Indonesia,2023-10-22,0.0
Indonesia,2023-10-23,0.0
Indonesia,2023-10-24,0.0
Indonesia,2023-10-25,0.0
Indonesia,2023-10-26,0.0
Indonesia,2023-10-27,0.0
Indonesia,2023-10-28,0.0
Indonesia,2023-10-29,0.0
Indonesia,2023-10-30,0.0
Indonesia,2023-10-31,0.0
Indonesia,2023-11-01,0.0
Indonesia,2023-11-02,0.0
Indonesia,2023-11-03,0.0
Indonesia,2023-11-04,0.0
Indonesia,2023-11-05,0.0
Indonesia,2023-11-06,0.0
Indonesia,2023-11-07,0.0
Indonesia,2023-11-08,0.0
Indonesia,2023-11-09,0.0
Indonesia,2023-11-10,0.0
Indonesia,2023-11-11,0.0
Indonesia,2023-11-12,0.0
Indonesia,2023-11-13,0.0
Indonesia,2023-11-14,0.0
Indonesia,2023-11-15,0.0
Indonesia,2023-11-16,0.0
Indonesia,2023-11-17,0.0
Indonesia,2023-11-18,0.0
Indonesia,2023-11-19,0.0
Indonesia,2023-11-20,0.0
Indonesia,2023-11-21,0.0
Indonesia,2023-11-22,0.0
Indonesia,2023-11-23,0.0
Indonesia,2023-11-24,0.0
Indonesia,2023-11-25,0.0
Indonesia,2023-11-26,0.0
Indonesia,2023-11-27,0.0
Indonesia,2023-11-28,0.0
Indonesia,2023-11-29,0.0
Indonesia,2023-11-30,0.0
Indonesia,2023-12-01,0.0
Indonesia,2023-12-02,0.0
Indonesia,2023-12-03,0.0
Indonesia,2023-12-04,0.0
Indonesia,2023-12-05,0.4308813
Indonesia,2023-12-06,0.5569179
Indonesia,2023-12-07,0.5569179
Indonesia,2023-12-08,0.7562197
Indonesia,2023-12-09,0.82384914
Indonesia,2023-12-10,0.8848181
Indonesia,2023-12-11,0.94732404
Indonesia,2023-12-12,0.66912127
Indonesia,2023-12-13,0.5430846
Indonesia,2023-12-14,0.8899415
Indonesia,2023-12-15,0.86278725
Indonesia,2023-12-16,0.9739659
Indonesia,2023-12-17,1.0236633
Indonesia,2023-12-18,1.0856569
Indonesia,2023-12-19,1.1650702
Indonesia,2023-12-20,1.4140694
Indonesia,2023-12-21,1.2993044
Indonesia,2023-12-22,1.333119
Indonesia,2023-12-23,1.3454152
Indonesia,2023-12-24,1.3710325
Indonesia,2023-12-25,1.3341438
Indonesia,2023-12-26,1.1993972
Indonesia,2023-12-27,1.1199839
Indonesia,2023-12-28,1.094879
Indonesia,2023-12-29,1.0544039
Indonesia,2023-12-30,1.026225
Indonesia,2023-12-31,0.9939473
Indonesia,2024-01-01,0.978577
Indonesia,2024-01-02,0.978577
Indonesia,2024-01-03,1.0159781
Indonesia,2024-01-04,1.0159781
Indonesia,2024-01-05,1.0354472
Indonesia,2024-01-06,1.0088053
Indonesia,2024-01-07,1.0226386
Indonesia,2024-01-08,1.0646508
Indonesia,2024-01-09,1.1368912
Indonesia,2024-01-10,1.0830952
Indonesia,2024-01-11,1.0328854
Indonesia,2024-01-12,0.9734536
Indonesia,2024-01-13,0.9560339
Indonesia,2024-01-14,0.9078735
Indonesia,2024-01-15,0.87200946
Indonesia,2024-01-16,0.8166763
Indonesia,2024-01-17,0.78542334
Indonesia,2024-01-18,0.75058395
Indonesia,2024-01-19,0.7034483
Indonesia,2024-01-20,0.6465781
Indonesia,2024-01-21,0.6209609
Indonesia,2024-01-22,0.5979054
Indonesia,2024-01-23,0.5938067
Indonesia,2024-01-24,0.5492327
Indonesia,2024-01-25,0.48826382
Indonesia,2024-01-26,0.4867268
Indonesia,2024-01-27,0.4790416
Indonesia,2024-01-28,0.47084412
Indonesia,2024-01-29,0.4518874
Indonesia,2024-01-30,0.40372705
Indonesia,2024-01-31,0.38272095
Indonesia,2024-02-01,0.38169625
Indonesia,2024-02-02,0.338147
Indonesia,2024-02-03,0.3181656
Indonesia,2024-02-04,0.30689403
Indonesia,2024-02-05,0.27051762
Indonesia,2024-02-06,0.208524
Indonesia,2024-02-07,0.15216616
Indonesia,2024-02-08,0.092221916
Indonesia,2024-02-09,0.058919556
Indonesia,2024-02-10,0.024592511
Indonesia,2024-02-11,0.029715952
Indonesia,2024-02-12,0.029715952
Indonesia,2024-02-13,0.029715952
Indonesia,2024-02-14,0.029715952
Indonesia,2024-02-15,0.029715952
Indonesia,2024-02-16,0.029715952
Indonesia,2024-02-17,0.029715952
Indonesia,2024-02-18,0.0
Indonesia,2024-02-19,0.0
Indonesia,2024-02-20,0.0
Indonesia,2024-02-21,0.0
Indonesia,2024-02-22,0.021006104
Indonesia,2024-02-23,0.021006104
Indonesia,2024-02-24,0.021006104
Indonesia,2024-02-25,0.021006104
Indonesia,2024-02-26,0.021006104
Indonesia,2024-02-27,0.021006104
Indonesia,2024-02-28,0.021006104
Indonesia,2024-02-29,0.0
Indonesia,2024-03-01,0.18393148
Indonesia,2024-03-02,0.18393148
Indonesia,2024-03-03,0.2259437
Indonesia,2024-03-04,0.2259437
Indonesia,2024-03-05,0.2259437
Indonesia,2024-03-06,0.2259437
Indonesia,2024-03-07,0.2259437
Indonesia,2024-03-08,0.042012207
Indonesia,2024-03-09,0.06660472
Indonesia,2024-03-10,0.024592511
Indonesia,2024-03-11,0.024592511
Indonesia,2024-03-12,0.024592511
Indonesia,2024-03-13,0.024592511
Indonesia,2024-03-14,0.024592511
Indonesia,2024-03-15,0.0384258
Indonesia,2024-03-16,0.014345631
Indonesia,2024-03-17,0.014345631
Indonesia,2024-03-18,0.014345631
Indonesia,2024-03-19,0.014345631
Indonesia,2024-03-20,0.014345631
Indonesia,2024-03-21,0.014345631
Indonesia,2024-03-22,0.015882663
Indonesia,2024-03-23,0.017932039
Indonesia,2024-03-24,0.017932039
Indonesia,2024-03-25,0.017932039
Indonesia,2024-03-26,0.017932039
Indonesia,2024-03-27,0.026129544
Indonesia,2024-03-28,0.027666574
Indonesia,2024-03-29,0.013833287
Indonesia,2024-03-30,0.011783912
Indonesia,2024-03-31,0.011783912
Indonesia,2024-04-01,0.011783912
Indonesia,2024-04-02,0.011783912
Indonesia,2024-04-03,0.0035864078
Indonesia,2024-04-04,0.002049376
Indonesia,2024-04-05,0.000512344
Indonesia,2024-04-06,0.0
Indonesia,2024-04-07,0.00768516
Indonesia,2024-04-08,0.00768516
Indonesia,2024-04-09,0.010246879
Indonesia,2024-04-10,0.010246879
Indonesia,2024-04-11,0.010246879
Indonesia,2024-04-12,0.010759223
Indonesia,2024-04-13,0.010759223
Indonesia,2024-04-14,0.003074064
Indonesia,2024-04-15,0.003074064
Indonesia,2024-04-16,0.000512344
Indonesia,2024-04-17,0.000512344
Indonesia,2024-04-18,0.000512344
Indonesia,2024-04-19,0.0
Indonesia,2024-04-20,0.0
Indonesia,2024-04-21,0.003074064
Indonesia,2024-04-22,0.003074064
Indonesia,2024-04-23,0.003074064
Indonesia,2024-04-24,0.003074064
Indonesia,2024-04-25,0.003074064
Indonesia,2024-04-26,0.003074064
Indonesia,2024-04-27,0.003074064
Indonesia,2024-04-28,0.0
Indonesia,2024-04-29,0.0
Indonesia,2024-04-30,0.0
Indonesia,2024-05-01,0.0
Indonesia,2024-05-02,0.0066604717
Indonesia,2024-05-03,0.0066604717
Indonesia,2024-05-04,0.0066604717
Indonesia,2024-05-05,0.012296256
Indonesia,2024-05-06,0.012296256
Indonesia,2024-05-07,0.012296256
Indonesia,2024-05-08,0.012296256
Indonesia,2024-05-09,0.0128085995
Indonesia,2024-05-10,0.0128085995
Indonesia,2024-05-11,0.014345631
Indonesia,2024-05-12,0.008709848
Indonesia,2024-05-13,0.008709848
Indonesia,2024-05-14,0.008709848
Indonesia,2024-05-15,0.008709848
Indonesia,2024-05-16,0.001537032
Indonesia,2024-05-17,0.001537032
Indonesia,2024-05-18,0.0
Indonesia,2024-05-19,0.009734536
Indonesia,2024-05-20,0.009734536
Indonesia,2024-05-21,0.009734536
Indonesia,2024-05-22,0.009734536
Indonesia,2024-05-23,0.009734536
Indonesia,2024-05-24,0.009734536
Indonesia,2024-05-25,0.009734536
Indonesia,2024-05-26,0.0
Indonesia,2024-05-27,0.0
Indonesia,2024-05-28,0.0
Indonesia,2024-05-29,0.0
Indonesia,2024-05-30,0.0
Indonesia,2024-05-31,0.014345631
Indonesia,2024-06-01,0.014345631
Indonesia,2024-06-02,0.014345631
Indonesia,2024-06-03,0.014345631
Indonesia,2024-06-04,0.014345631
Indonesia,2024-06-05,0.014345631
Indonesia,2024-06-06,0.014345631
Indonesia,2024-06-07,0.030228294
Indonesia,2024-06-08,0.03227767
Indonesia,2024-06-09,0.03227767
Indonesia,2024-06-10,0.03227767
Indonesia,2024-06-11,0.03227767
Indonesia,2024-06-12,0.03227767
Indonesia,2024-06-13,0.03227767
Indonesia,2024-06-14,0.002049376
Indonesia,2024-06-15,0.0
Indonesia,2024-06-16,0.0
Indonesia,2024-06-17,0.0
Indonesia,2024-06-18,0.0
Indonesia,2024-06-19,0.0
Indonesia,2024-06-20,0.0
Indonesia,2024-06-21,0.0
Indonesia,2024-06-22,0.0
Indonesia,2024-06-23,0.0
Indonesia,2024-06-24,0.0
Indonesia,2024-06-25,0.0
Indonesia,2024-06-26,0.0
Indonesia,2024-06-27,0.044061583
Indonesia,2024-06-28,0.0466233
Indonesia,2024-06-29,0.050722055
Indonesia,2024-06-30,0.050722055
Indonesia,2024-07-01,0.050722055
Indonesia,2024-07-02,0.050722055
Indonesia,2024-07-03,0.050722055
Indonesia,2024-07-04,0.0066604717
Indonesia,2024-07-05,0.004098752
Indonesia,2024-07-06,0.0
Indonesia,2024-07-07,0.021006104
Indonesia,2024-07-08,0.021006104
Indonesia,2024-07-09,0.021006104
Indonesia,2024-07-10,0.032790016
Indonesia,2024-07-11,0.03740111
Indonesia,2024-07-12,0.040475175
Indonesia,2024-07-13,0.044061583
Indonesia,2024-07-14,0.023055479
Indonesia,2024-07-15,0.023055479
Indonesia,2024-07-16,0.023055479
Indonesia,2024-07-17,0.011271568
Indonesia,2024-07-18,0.024080167
Indonesia,2024-07-19,0.027154231
Indonesia,2024-07-20,0.024592511
Indonesia,2024-07-21,0.024592511
Indonesia,2024-07-22,0.024592511
Indonesia,2024-07-23,0.024592511
Indonesia,2024-07-24,0.024592511
Indonesia,2024-07-25,0.0071728155
Indonesia,2024-07-26,0.001024688
Indonesia,2024-07-27,0.0
Indonesia,2024-07-28,0.0
Indonesia,2024-07-29,0.023567824
Indonesia,2024-07-30,0.023567824
Indonesia,2024-07-31,0.023567824
Indonesia,2024-08-01,0.023567824
Indonesia,2024-08-02,0.023567824
Indonesia,2024-08-03,0.023567824
Indonesia,2024-08-04,0.023567824
Indonesia,2024-08-05,0.0
Indonesia,2024-08-06,0.0
Indonesia,2024-08-07,0.0
Indonesia,2024-08-08,0.0
Indonesia,2024-08-09,0.0
Indonesia,2024-08-10,0.046110958
Indonesia,2024-08-11,0.047135647
Indonesia,2024-08-12,0.047135647
Indonesia,2024-08-13,0.054820806
Indonesia,2024-08-14,0.05533315
Indonesia,2024-08-15,0.05687018
Indonesia,2024-08-16,0.058407214
Indonesia,2024-08-17,0.013320943
Indonesia,2024-08-18,0.012296256
Indonesia,2024-08-19,0.012296256
Indonesia,2024-08-20,0.004611096
Indonesia,2024-08-21,0.004098752
Indonesia,2024-08-22,0.008197504
Indonesia,2024-08-23,0.0071728155
Indonesia,2024-08-24,0.0066604717
Indonesia,2024-08-25,0.0066604717
Indonesia,2024-08-26,0.0066604717
Indonesia,2024-08-27,0.0066604717
Indonesia,2024-08-28,0.0066604717
Indonesia,2024-08-29,0.010246879
Indonesia,2024-08-30,0.009734536
Indonesia,2024-08-31,0.010759223
Indonesia,2024-09-01,0.010759223
Indonesia,2024-09-02,0.010759223
Indonesia,2024-09-03,0.010759223
Indonesia,2024-09-04,0.010759223
Indonesia,2024-09-05,0.001537032
Indonesia,2024-09-06,0.001537032
Indonesia,2024-09-07,0.0
Indonesia,2024-09-08,0.0
Indonesia,2024-09-09,0.0
Indonesia,2024-09-10,0.008709848
Indonesia,2024-09-11,0.008709848
Indonesia,2024-09-12,0.008709848
Indonesia,2024-09-13,0.008709848
Indonesia,2024-09-14,0.013833287
Indonesia,2024-09-15,0.013833287
Indonesia,2024-09-16,0.013833287
Indonesia,2024-09-17,0.0051234397
Indonesia,2024-09-18,0.0051234397
Indonesia,2024-09-19,0.0051234397
Indonesia,2024-09-20,0.0051234397
Indonesia,2024-09-21,0.0
Indonesia,2024-09-22,0.0
Indonesia,2024-09-23,0.0
Indonesia,2024-09-24,0.0128085995
Indonesia,2024-09-25,0.013833287
Indonesia,2024-09-26,0.014857976
Indonesia,2024-09-27,0.016907351
Indonesia,2024-09-28,0.017419696
Indonesia,2024-09-29,0.017419696
Indonesia,2024-09-30,0.018444384
Indonesia,2024-10-01,0.0066604717
Indonesia,2024-10-02,0.008197504
Indonesia,2024-10-03,0.0071728155
Indonesia,2024-10-04,0.006148128
Indonesia,2024-10-05,0.0071728155
Indonesia,2024-10-06,0.0071728155
Indonesia,2024-10-07,0.006148128
Indonesia,2024-10-08,0.0051234397
Indonesia,2024-10-09,0.0025617199
Indonesia,2024-10-10,0.0025617199
Indonesia,2024-10-11,0.001537032
Indonesia,2024-10-12,0.0
Indonesia,2024-10-13,0.0
Indonesia,2024-10-14,0.011271568
Indonesia,2024-10-15,0.012296256
Indonesia,2024-10-16,0.015882663
Indonesia,2024-10-17,0.016395008
Indonesia,2024-10-18,0.018444384
Indonesia,2024-10-19,0.020493759
Indonesia,2024-10-20,0.022543136
Indonesia,2024-10-21,0.013833287
Indonesia,2024-10-22,0.016395008
Indonesia,2024-10-23,0.01537032
Indonesia,2024-10-24,0.019981416
Indonesia,2024-10-25,0.021518447
Indonesia,2024-10-26,0.020493759
Indonesia,2024-10-27,0.018444384
Indonesia,2024-10-28,0.015882663
Indonesia,2024-10-29,0.012296256
Indonesia,2024-10-30,0.009734536
Indonesia,2024-10-31,0.027154231
Indonesia,2024-11-01,0.025617199
Indonesia,2024-11-02,0.02817892
Indonesia,2024-11-03,0.02817892
Indonesia,2024-11-04,0.02817892
Indonesia,2024-11-05,0.032790016
Indonesia,2024-11-06,0.035864078
Indonesia,2024-11-07,0.01537032
Indonesia,2024-11-08,0.016395008
Indonesia,2024-11-09,0.01537032
Indonesia,2024-11-10,0.01537032
Indonesia,2024-11-11,0.021006104
Indonesia,2024-11-12,0.020493759
Indonesia,2024-11-13,0.022030791
Indonesia,2024-11-14,0.023055479
Indonesia,2024-11-15,0.022543136
Indonesia,2024-11-16,0.024080167
Indonesia,2024-11-17,0.024080167
Indonesia,2024-11-18,0.018444384
Indonesia,2024-11-19,0.021006104
Indonesia,2024-11-20,0.021518447
Indonesia,2024-11-21,0.022543136
Indonesia,2024-11-22,0.022543136
Indonesia,2024-11-23,0.024592511
Indonesia,2024-11-24,0.025104854
Indonesia,2024-11-25,0.026641887
Indonesia,2024-11-26,0.024080167
Indonesia,2024-11-27,0.023055479
Indonesia,2024-11-28,0.019981416
Indonesia,2024-11-29,0.020493759
Indonesia,2024-11-30,0.016395008
Indonesia,2024-12-01,0.017932039
Indonesia,2024-12-02,0.019469071
Indonesia,2024-12-03,0.021006104
Indonesia,2024-12-04,0.021518447
Indonesia,2024-12-05,0.022030791
Indonesia,2024-12-06,0.022116182
Indonesia,2024-12-07,0.019725243
Indonesia,2024-12-08,0.017334305
Indonesia,2024-12-09,0.013747897
Indonesia,2024-12-10,0.0071728155
Indonesia,2024-12-11,0.0017932039
Indonesia,2024-12-12,0.0
Indonesia,2024-12-13,0.0
Indonesia,2024-12-14,0.0
Indonesia,2024-12-15,0.0
