Entity,Day,"COVID-19 doses (daily, 7-day average, per million people)"
Indonesia,2023-10-29,0.7360106
Indonesia,2023-10-30,0.7360106
Indonesia,2023-10-31,0.7360106
Indonesia,2023-11-01,0.7360106
Indonesia,2023-11-02,0.7360106
Indonesia,2023-11-03,0.7360106
Indonesia,2023-11-04,0.7360106
Indonesia,2023-11-05,0.7360106
Indonesia,2023-11-06,0.7360106
Indonesia,2023-11-07,0.7360106
Indonesia,2023-11-08,0.7360106
Indonesia,2023-11-09,0.7360106
Indonesia,2023-11-10,0.7360106
Indonesia,2023-11-11,0.7360106
Indonesia,2023-11-12,0.7360106
Indonesia,2023-11-13,0.7360106
Indonesia,2023-11-14,0.7360106
Indonesia,2023-11-15,0.7360106
Indonesia,2023-11-16,0.7360106
Indonesia,2023-11-17,0.7360106
Indonesia,2023-11-18,0.7360106
Indonesia,2023-11-19,0.7360106
Indonesia,2023-11-20,0.7360106
Indonesia,2023-11-21,0.7360106
Indonesia,2023-11-22,0.7360106
Indonesia,2023-11-23,0.7360106
