Entity,Day,"Cumulative excess deaths per 100,000 people (central estimate)","Cumulative excess deaths per 100,000 people (95% CI, lower bound)","Cumulative excess deaths per 100,000 people (95% CI, upper bound)","Total confirmed deaths due to COVID-19 per 100,000 people"
Indonesia,2024-10-10,,,,58.120968
Indonesia,2024-10-11,,,,58.120968
Indonesia,2024-10-12,,,,58.120968
Indonesia,2024-10-13,,,,58.120968
Indonesia,2024-10-14,,,,58.120968
Indonesia,2024-10-15,,,,58.120968
Indonesia,2024-10-16,,,,58.120968
Indonesia,2024-10-17,,,,58.120968
Indonesia,2024-10-18,,,,58.120968
Indonesia,2024-10-19,,,,58.120968
Indonesia,2024-10-20,,,,58.120968
Indonesia,2024-10-21,,,,58.120968
Indonesia,2024-10-22,,,,58.120968
Indonesia,2024-10-23,,,,58.120968
Indonesia,2024-10-24,,,,58.120968
Indonesia,2024-10-25,,,,58.120968
Indonesia,2024-10-26,,,,58.120968
Indonesia,2024-10-27,,,,58.120968
Indonesia,2024-10-28,,,,58.120968
Indonesia,2024-10-29,,,,58.120968
Indonesia,2024-10-30,,,,58.120968
Indonesia,2024-10-31,,,,58.120968
Indonesia,2024-11-01,,,,58.120968
Indonesia,2024-11-02,,,,58.120968
Indonesia,2024-11-03,,,,58.120968
Indonesia,2024-11-04,,,,58.120968
Indonesia,2024-11-05,,,,58.120968
Indonesia,2024-11-06,,,,58.120968
Indonesia,2024-11-07,,,,58.120968
Indonesia,2024-11-08,,,,58.120968
Indonesia,2024-11-09,,,,58.120968
Indonesia,2024-11-10,,,,58.120968
Indonesia,2024-11-11,,,,58.120968
Indonesia,2024-11-12,,,,58.120968
Indonesia,2024-11-13,,,,58.120968
Indonesia,2024-11-14,,,,58.120968
Indonesia,2024-11-15,,,,58.120968
Indonesia,2024-11-16,,,,58.120968
Indonesia,2024-11-17,,,,58.120968
Indonesia,2024-11-18,,,,58.120968
Indonesia,2024-11-19,,,,58.120968
Indonesia,2024-11-20,,,,58.120968
Indonesia,2024-11-21,,,,58.120968
Indonesia,2024-11-22,,,,58.120968
Indonesia,2024-11-23,,,,58.120968
Indonesia,2024-11-24,,,,58.120968
Indonesia,2024-11-25,,,,58.120968
Indonesia,2024-11-26,,,,58.120968
Indonesia,2024-11-27,,,,58.120968
Indonesia,2024-11-28,,,,58.120968
Indonesia,2024-11-29,,,,58.120968
Indonesia,2024-11-30,,,,58.120968
Indonesia,2024-12-01,,,,58.120968
Indonesia,2024-12-02,,,,58.120968
Indonesia,2024-12-03,,,,58.120968
Indonesia,2024-12-04,,,,58.120968
Indonesia,2024-12-05,,,,58.120968
Indonesia,2024-12-06,,,,58.120968
Indonesia,2024-12-07,,,,58.120968
Indonesia,2024-12-08,,,,58.120968
Indonesia,2024-12-09,,,,58.120968
Indonesia,2024-12-10,,,,58.120968
Indonesia,2024-12-11,,,,58.120968
Indonesia,2024-12-12,,,,58.120968
Indonesia,2024-12-13,,,,58.120968
Indonesia,2024-12-14,,,,58.120968
Indonesia,2024-12-15,,,,58.120968
